0.000000 	 -0.007960 	 -0.058767 	 0.009867
0.010000 	 -0.007608 	 -0.058300 	 0.010345
0.020000 	 -0.008493 	 -0.058559 	 0.010587
0.030000 	 -0.008560 	 -0.058889 	 0.010600
0.040000 	 -0.008543 	 -0.059493 	 0.009888
0.050000 	 -0.007480 	 -0.059431 	 0.010031
0.060000 	 -0.007327 	 -0.059626 	 0.010040
0.070000 	 -0.008253 	 -0.059756 	 0.010385
0.080000 	 -0.007504 	 -0.059860 	 0.010312
0.090000 	 -0.008575 	 -0.060047 	 0.010005
0.100000 	 -0.008165 	 -0.060031 	 0.010350
0.110000 	 -0.007981 	 -0.059793 	 0.010826
0.120000 	 -0.007833 	 -0.059672 	 0.010848
0.130000 	 -0.008595 	 -0.059704 	 0.010417
0.140000 	 -0.008126 	 -0.059908 	 0.010455
0.150000 	 -0.007708 	 -0.060473 	 0.010431
0.160000 	 -0.007356 	 -0.061197 	 0.010563
0.170000 	 -0.007630 	 -0.060759 	 0.010667
0.180000 	 -0.007153 	 -0.060215 	 0.010693
0.190000 	 -0.007583 	 -0.060467 	 0.010455
0.200000 	 -0.007524 	 -0.060895 	 0.010039
0.210000 	 -0.007863 	 -0.060575 	 0.010488
0.220000 	 -0.007240 	 -0.060568 	 0.010656
0.230000 	 -0.006779 	 -0.060692 	 0.010404
0.240000 	 -0.007212 	 -0.061075 	 0.010476
0.250000 	 -0.007526 	 -0.061020 	 0.010422
0.260000 	 -0.007542 	 -0.061530 	 0.010507
0.270000 	 -0.007443 	 -0.061851 	 0.010594
0.280000 	 -0.006867 	 -0.062226 	 0.010466
0.290000 	 -0.006734 	 -0.062184 	 0.010370
0.300000 	 -0.006016 	 -0.061980 	 0.010293
0.310000 	 -0.006810 	 -0.061814 	 0.010169
0.320000 	 -0.006954 	 -0.061880 	 0.010296
0.330000 	 -0.006940 	 -0.061553 	 0.009981
0.340000 	 -0.007298 	 -0.061691 	 0.010269
0.350000 	 -0.006996 	 -0.061293 	 0.010475
0.360000 	 -0.007821 	 -0.060916 	 0.010172
0.370000 	 -0.007363 	 -0.061551 	 0.010685
0.380000 	 -0.007522 	 -0.061623 	 0.010558
0.390000 	 -0.007444 	 -0.061943 	 0.010287
0.400000 	 -0.005897 	 -0.062540 	 0.010778
0.410000 	 -0.007278 	 -0.062734 	 0.010544
0.420000 	 -0.007240 	 -0.062367 	 0.010278
0.430000 	 -0.007292 	 -0.062482 	 0.010384
0.440000 	 -0.006601 	 -0.063117 	 0.010570
0.450000 	 -0.007088 	 -0.062951 	 0.010348
0.460000 	 -0.007346 	 -0.062722 	 0.010228
0.470000 	 -0.007308 	 -0.062646 	 0.010137
0.480000 	 -0.007346 	 -0.063184 	 0.009820
0.490000 	 -0.006986 	 -0.063905 	 0.010252
0.500000 	 -0.006623 	 -0.063688 	 0.010486
0.510000 	 -0.006872 	 -0.063536 	 0.010384
0.520000 	 -0.006740 	 -0.063438 	 0.010405
0.530000 	 -0.006636 	 -0.063473 	 0.010919
0.540000 	 -0.006143 	 -0.063546 	 0.011022
0.550000 	 -0.006407 	 -0.063654 	 0.010686
0.560000 	 -0.006574 	 -0.063702 	 0.010629
0.570000 	 -0.006776 	 -0.063778 	 0.010209
0.580000 	 -0.006805 	 -0.063888 	 0.010420
0.590000 	 -0.006160 	 -0.064282 	 0.010588
0.600000 	 -0.005934 	 -0.064523 	 0.010687
0.610000 	 -0.005273 	 -0.064317 	 0.010709
0.620000 	 -0.005768 	 -0.064308 	 0.010417
0.630000 	 -0.006481 	 -0.064767 	 0.010446
0.640000 	 -0.004778 	 -0.064980 	 0.010696
0.650000 	 -0.005750 	 -0.065196 	 0.010668
0.660000 	 -0.005185 	 -0.065052 	 0.010305
0.670000 	 -0.005682 	 -0.064823 	 0.010527
0.680000 	 -0.005343 	 -0.064785 	 0.010632
0.690000 	 -0.005926 	 -0.064558 	 0.010069
0.700000 	 -0.005557 	 -0.064833 	 0.010033
0.710000 	 -0.004986 	 -0.065081 	 0.010486
0.720000 	 -0.005776 	 -0.064855 	 0.010707
0.730000 	 -0.004563 	 -0.065587 	 0.010202
0.740000 	 -0.004648 	 -0.066038 	 0.010060
0.750000 	 -0.004969 	 -0.065563 	 0.010144
0.760000 	 -0.004158 	 -0.065431 	 0.009875
0.770000 	 -0.005186 	 -0.065567 	 0.009411
0.780000 	 -0.004702 	 -0.065321 	 0.009650
0.790000 	 -0.005161 	 -0.065510 	 0.009545
0.800000 	 -0.004571 	 -0.066288 	 0.009392
